feature,real_importance,null_p75,null_mean,score
stg_pln_sum_prc_amt_adv_rep_6m_rto,124.12869930267334,48.19544959068298,38.291881394386294,2.5755273652778534
percent_true_followup_code_other_called_phone_social_relations_family_180d,60.29819869995117,23.471830129623413,20.95255239009857,2.568960254353997
d360_schedule_pay_penalty_sum_divide_d360_principal_sum,106.25520038604736,41.67935013771057,27.502602529525756,2.5493487790710527
d90_apl_ord_prc_amt_per_stg_max,147.04740238189697,57.934449434280396,45.421946263313295,2.53816863399564
fst_fal_ord_stg_num,108.13930320739746,42.699915647506714,33.26477265357971,2.5325413778355275
stg_pln_min_prc_amt_6m_ftr,117.54280090332031,46.4733247756958,41.501558017730716,2.529253103164932
avg_avl_lmt_lft_rep_prc_all_cash_bjq_12m,260.21509170532227,103.75525498390198,90.50436160564422,2.507970239634567
credit_reject_unique_fund_cnt_6m,195.8110008239746,80.62389135360718,63.21103887557983,2.4286969722804614
his_success_thismon_sum_larger_than_rsk_avl_lmt_cash_count_sum,133.89509773254395,55.277931451797485,47.641953802108766,2.4222161397139264
12m_used_lmt_first_der_avg,281.0404624938965,118.54628908634186,97.09944593906403,2.3707234082140167
max_rsk_avl_lmt_24m_bt_ch,397.33399868011475,169.12584400177002,139.89273138046264,2.3493393397401543
d365_aplord_amt_grt_fst_month_cnt,122.31512928009033,52.53209972381592,34.393653535842894,2.3283883553704143
d360_schedule_pay_penalty_max,90.42289924621582,39.4121298789978,33.97210395336151,2.2942911109810633
stg_pln_pay_off_cnt_d0_rep_6m_rto,175.0745029449463,76.42822408676147,57.30913577079773,2.2907048415281945
f54__percent_true_call_mode_is_ai_called_phone_social_relations_is_self_15d,72.6766996383667,31.793480157852173,24.593966555595397,2.285899476167205
d90_avl_lmt_con_drp_month_max,43.502498626708984,19.164925575256348,14.994578647613526,2.2699017773841317
d360_apl_ord_stg_num_min_all,59.31029987335205,26.487925052642822,17.329231166839598,2.239144808643076
percent_true_followup_code_wfjt_is_can_contact_person_yes_90d,85.98249912261963,38.75340008735657,28.129620933532713,2.218708524382399
stg_pln_cnt_36m_adv_light,84.74909973144531,38.607165575027466,28.613284969329833,2.195165028801393
6ord_apply_amt_second_der_mean_rto,266.120397567749,121.517737865448,99.38723945617676,2.18997162259895
his_light_limit_divide_btch_avl_limit,283.52674102783203,129.57924938201904,91.31063346862793,2.1880566709562634
